,Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Time,Month Or Hours
611,HR Medical Benefits Administrator,Confidential,"Cairo, Egypt",2 days ago,Full,Experienced · 2 - 4 Yrs of Exp · Human Resources· Medical Insurance· Medical Admin· Human Resources (HR)· Medical· Business Administration· English,2,days
612,Executive Secretary,Elecom communication,"Glim, Alexandria, Egypt",2 days ago,Full,Experienced · 2 - 5 Yrs of Exp · females_only · Administration· Communication· Administration· Office management· Secretarial· Secretary· Management· Communication skills· Microsoft Office· Executive Secretary,2,days
613,Senior Marketing Specialist (Food Industry),Shanawany Group,"10th of Ramadan City, Sharqia, Egypt",2 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising· Market Research· Marketing· Research· Social Media· Writing· Communication· Digital Marketing· SEO· E-Marketing,2,days
614,Graphic Designer,HMF company LTD,"Faisal, Giza, Egypt",2 days ago,Full,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art· Adobe Photoshop· Adobe illustrator· Design· Creative· Graphic Design· Social Media· Advertising Media· Motion Graphics· Adobe Indesign,2,days
615,Social Media Team Leader,Mersal,"Maadi, Cairo, Egypt",2 days ago,Full,Manager · 6 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· business· Communication· E-Marketing· Marketing· media· Social Media· Communication skills· Economics,2,days
616,Electromechanics Quality Assurance Senior Engineer,Elaraby Group,"Monufya, Egypt",2 days ago,Full,Experienced · 4 - 5 Yrs of Exp · Quality · Engineering - Mechanical/Electrical· Mechanical Engineering· Quality Assurance· AutoCAD· Electromechanical· Electromechanics· Quality Control· Quality· Engineering,2,days
617,Accountant,Egyptian English Language schools,"Mandara, Alexandria, Egypt",2 days ago,Full,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance· Finance· Accounting· Financial Analysis· Financial Management· MS Excel· excel· MS,2,days
618,Quality Assurance Specialist,Confidential,"Alexandria, Egypt",2 days ago,Full,Experienced · 2 - 4 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Telecom/Technology· QA· Science· English· Internal auditor· Quality Assurance· Engineering· Quality Control,2,days
619,Receptionist (Males),Egyptian English Language schools,"Mandara, Alexandria, Egypt",2 days ago,Full,Experienced · 2 - 5 Yrs of Exp · males_only · Administration · Customer Service/Support· Administration· Communication· Admin· Communication skills· Microsoft Office· Office management· receptionist· Skills,2,days
620,Debt Collector,Confidential,"Cairo, Egypt",2 days ago,Full,Entry Level · 0 - 3 Yrs of Exp · males_only · Accounting/Finance· Debt· Collector· English· Communication· Computer Skills,2,days
621,After Sales Engineer (Hotel Kitchen & Laundry Equipment),Masria Group,"Obour City, Cairo, Egypt",2 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Hospitality/Hotels/Food Services · Sales/Retail · Engineering - Other· Engineering· Commercial· Kitchen· laundry· Sales Target· After-sales· Sales,2,days
622,Sales Area Supervisor (Delta),International Food & Consumable Goods  Egypt S.A.E,"6th of October, Giza, Egypt",2 days ago,Full,Manager · 5+ Yrs of Exp · Operations/Management · Sales/Retail· FMCG· Sales· sales skills· Sales Target· Sales Supervisor· English· Customer Service· Microsoft Office,2,days
623,Magento Developer,Dal Digital  Saudi Arabia,"Cairo, Egypt",2 days ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Magento· Git· PHP· Agile· Computer Science· Information Technology (IT)· JIRA· Magento 2,2,days
624,Junior Mechanical Engineer,Confidential,"Ain Sokhna, Suez, Egypt",3 days ago,Full,Entry Level · 0 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Engineering· Mechanical Engineering· Maintenance· English· MS Office,3,days
625,Field Coordinator,Talent 360,"Zamalek, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Operations/Management · Medical/Healthcare· Customer Care· Customer Support· Medical Services· Administration· Admin· Agriculture· Communication,3,days
626,Real Estate Property Consultant - El Sheikh Zayed,Property Hills,"Sheikh Zayed, Giza, Egypt",3 days ago,Full,Entry Level · 1 - 5 Yrs of Exp · Sales/Retail· Sales· Sales Skills· Sales Target· Property Consulting· Communication Skills· CRM· Real Estate· Property Development,3,days
627,Financial Analyst,DHL,"Cairo, Egypt",3 days ago,Full,Manager · 5 - 10 Yrs of Exp · Accounting/Finance · Analyst/Research· Accounting· Analyst· Finance· Financial Analysis· financial analyst· Financial· Commerce,3,days
628,Senior Product Owner,TMentors,"Maadi, Cairo, Egypt",3 days ago,Full,Experienced · 2 - 3 Yrs of Exp · Project/Program Management· Agile· Product· Project· Project Management,3,days
629,Science Teacher,British International School,"Ismailia, Ismailia, Egypt",3 days ago,Full,Entry Level · 1 - 5 Yrs of Exp · Education/Teaching· Science· Teaching· Communication· Education,3,days
630,Production Engineer Supervisor,Monginis Food Industries & Services,"Alsadat City, Monufya, Egypt",3 days ago,Full,Experienced · 7 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Manufacturing/Production · Engineering - Mechanical/Electrical· Beverage· Food & Beverage· Food· Food Science· Industry· Manufacturing· Production,3,days
631,System Administrator - Application Expert,Squadio,"Alexandria, Egypt",3 days ago,Full,Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Python· Networking· Software· System Administration· Linux· Testing· MySQL· Computer Science,3,days
632,Front Desk Receptionist / Personal Assistant,Smart Factory Co.,"Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Administration· Administration· Personal Assistant· Front Desk· Office management· Front Office Management· English· Arabic· Microsoft Office,3,days
633,IT Specialist and help disk,Kiromarble for marble and granite,"Sheraton, Cairo, Egypt",3 days ago,Full,Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Help desk· Information Technology (IT)· MSCA· CCNA,3,days
634,Online Sales Executive - English,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Online Sales· Marketing· Social Media· Customer Support· Customer Service· Sales Target,3,days
635,Online Sales Executive -Spanish,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Online Sales· Marketing· Social Media· Customer Support· Customer Service,3,days
636,Online Sales Executive - German,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Online Sales· Marketing· Social Media· Customer Support· Customer Service,3,days
637,Online Sales Executive - French,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1+ Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Online Sales· Marketing· Social Media· Customer Support· Customer Service,3,days
638,General Accountant,Confidential,"Nasr City, Cairo, Egypt",3 days ago,Full,Experienced · 4 - 8 Yrs of Exp · Accounting/Finance · Banking· Accounting· Financial Analysis· Financial Management· Finance,3,days
639,Online Sales Executive - Chinese,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Online Sales· Marketing· Social Media· Customer Support· Customer Service,3,days
640,Secretary,Kiromarble for marble and granite,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 2 Yrs of Exp · females_only · Administration· Administration· Admin· Microsoft Office· Office Management· Secretary,3,days
641,Telesales Executive,Confidential,"Nasr City, Cairo, Egypt",3 days ago,Full,Experienced · 4 - 7 Yrs of Exp · males_only · Business Development · Customer Service/Support · Sales/Retail· Customer Service· Sales· sales skills· Sales Target· Skills,3,days
642,English Instructors - Maadi Branch,SYE English Community,"Maadi, Cairo, Egypt",3 days ago,Full,Entry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor· Teaching· English Teaching· Professional Teaching Certificate· Teaching Certificate· Interpersonal skills· Instructor· Education,3,days
643,Senior Software Developer (.NET Centric),TMentors,"Maadi, Cairo, Egypt",3 days ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· developer· senior· Software Engineering· .net core· Node.js· Computer Science· .Net· Information Technology (IT),3,days
644,Medical Sales Representative - Alexandria,Procrew,"Alexandria, Egypt",3 days ago,Internship,Entry Level · Medical/Healthcare · Sales/Retail· Communication· Communication skills· Customer Service· Medical representative· Medical· Medical Sales· MEDICINE· Negotiation,3,days
645,Installation Woodwork Engineer,IFI,"Salam City, Cairo, Egypt",3 days ago,Full,Experienced · 4+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Customer Service/Support · Installation/Maintenance/Repair· AutoCAD· Architecture· Design· Engineering· Communication skills· WoodWorks· Cladding,3,days
646,Procurement / Purchasing Manager (Contracting),Confidential,"Heliopolis, Cairo, Egypt",3 days ago,Full,Manager · 5 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management · Purchasing/Procurement· Procurement· Purchasing· Supply Chain· Procurement Management· Business Administration· Engineering· Management,3,days
647,Business Development Executive - Kenya (Nairobi),Future Group,"Nairobi, Kenya",3 days ago,Full,Experienced · 2 - 3 Yrs of Exp · Business Development · Sales/Retail· Business Development· Leads· Sales· sales skills· Sales Target· Selling· Localization· Executive,3,days
648,Projects Manager,Confidential,"Cairo, Egypt",3 days ago,Full,Manager · 20+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management· Architecture· Construction· Management· Project· Project Management· Engineering· Civil Engineering· PMP,3,days
649,Receiving And Storing Agriculture Manager,International Food & Consumable Goods  Egypt S.A.E,"6th of October, Giza, Egypt",3 days ago,Full,Manager · 13+ Yrs of Exp · Logistics/Supply Chain · Operations/Management · Engineering - Other· Agriculture· Logistics· Purchasing· Procurement· ISO· Quality· Food Production,3,days
650,HVAC Design Engineer,Pinnacle Real Estate Investments and Development Management,"Maadi, Cairo, Egypt",3 days ago,Full,Experienced · 3 - 8 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical· computer· Design· Computer Skills· Revit· Microsoft Office· Microsoft· Engineering· AutoCAD,3,days
651,Production Engineer,Elzenouki Group,"Obour City, Cairo, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical· Manufacturing· Mechanical Engineering· Mechanical· Engineering· Production· MS Office· Education· MS,3,days
652,Store Manager-Alexandria,ECH,"Smouha, Alexandria, Egypt",3 days ago,Full,Manager · 4 - 5 Yrs of Exp · Sales/Retail · Fashion· Fashion Retail· Communication· Management· store· sales skills· Sales· Retail· Fashion,3,days
653,Chairman Executive Secretary,Siraj Lighting,"Heliopolis, Cairo, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Administration· Administration· Microsoft Office· Office management· Secretary· Office manager,3,days
654,Survey Engineer,TIC,"Cairo, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Communication· Civil Engineering· AutoCAD· Architecture Engineering· Engineering· Construction· Design· Architecture,3,days
655,Pharmacist,Sehha Pharmacy,"New Cairo, Cairo, Egypt",3 days ago,Full,Entry Level · 1 - 10 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Pharmacy· Pharmaceutical· Pharmacist· Medical· Sales· Pharmaceutical Industries· Pharmaceutical Industry,3,days
656,Outdoor Sales Executive,Paymob Solutions,"Cairo, Egypt",3 days ago,Full,Experienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· communications· Sales Target· sales skills· Customer Service· Fintech· Outdoor Sales· Microsoft Office,3,days
657,Senior Editor,Confidential,"Heliopolis, Cairo, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Writing/Editorial · Media/Journalism/Publishing· media· Editing· Writing· Content Editing· Communication· journalism· Social Media· SEO,3,days
658,Specification Engineer,Floortec,"6th of October, Giza, Egypt",3 days ago,Full,Experienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· Civil Engineering· Engineering· Construction· Construction Chemical· Building Material· Specification,3,days
659,System Engineer,FlairsTech,"Maadi, Cairo, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Computer Science· Development· ECM· Engineering· HTML5· Information Technology (IT)· Git,3,days
660,Senior Backend Developer,Jobtology,"Maadi, Cairo, Egypt",3 days ago,Full,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Telecommunication· Software Engineering· Software Development· back-end· Information Technology (IT)· Computer Science· Back-End Development· Agile,3,days
661,Purchasing Manager,Nile Supply,"Mohandessin, Giza, Egypt",3 days ago,Full,Experienced · 3 - 5 Yrs of Exp · Purchasing/Procurement· Purchasing Management· Negotiation· Networking· Purchasing· Supply Chain· Procurement· Construction· Logistics,3,days
